MobilNet_01;0.5402642;0.010617792273349486
MobilNet_02;0.5208090000000001;0.0023207357023151136
MobilNet_03;1.201724;0.004163167616130761
MobilNet_04;0.44894950000000006;0.0028564853316619637
MobilNet_05;1.1071332999999999;0.007674808350050184
MobilNet_06;0.430875;0.0031833844568320596
MobilNet_07;1.313951;0.011699022138623385
MobilNet_08;0.6712987;0.004800426794567326
MobilNet_09;2.950539;0.010305826487963033
ResNet18_01;1.0590203;0.01741808638197665
ResNet18_02;0.3927883;0.0014238605303891255
ResNet18_03;0.22235520000000003;0.0033605203406615394
ResNet18_04;0.24730629999999998;0.0016315341890380402
ResNet18_05;0.13206489999999999;0.0010568864130075675
ResNet18_06;0.3167536;0.0012834244971949072
ResNet18_07;0.2204361;0.000481345499615399
ResNet18_08;0.5646401999999999;0.0014569232512387244
ResNet18_09;0.3411695;0.001418051356615842
ResNet18_10;0.6718048000000001;0.008316947538610538
ResNet18_11;0.06868919999999998;0.0007276667918766107
ResNet18_12;0.6164395;0.005884897080663338
Yolo9000_00;9.263411;0.03585487638243897
Yolo9000_02;6.082146400000001;0.07266669696112507
Yolo9000_04;4.5972275;0.009056666696417661
Yolo9000_05;1.6926044999999998;0.016924006861556182
Yolo9000_08;3.7882089999999997;0.0046181268930163095
Yolo9000_09;0.8894576999999998;0.004573814907711052
Yolo9000_12;3.3546105000000006;0.01787899144387059
Yolo9000_13;0.7347508999999999;0.01068174742680242
Yolo9000_18;3.9331724;0.014776933790201653
Yolo9000_19;0.6704188000000001;0.009060258018401022
Yolo9000_23;62.99207479999999;0.44125239382620773
