IdRun;MethodParallelization;NameConv;Time(ms);std;NbMicroKernel;AxeFuse1;SizeAxeFuse1;AxeFuse2;SizeAxeFuse2;Schema;Time_search(4.935144662857056)
0;0;Yolo9000_08;1.4140831999999999;0.006470009332296191;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0,axe_yy1_1;64;axe_yy2_0,axe_xx2_0,axe_out_channels2_0,axe_yy2_1;32;Y:2, X:1, F:16, Y:2, C:1, W:3, H:3, X:68, Y:11, C:128, F:16, ;9.780726671218872
0;1;Yolo9000_08;1.5016536;0.008364614410718493;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0,axe_yy1_1;64;axe_yy2_0,axe_xx2_0,axe_out_channels2_0,axe_yy2_1;32;Y:2, X:1, F:16, Y:2, C:1, W:3, H:3, X:68, Y:11, C:128, F:16, ;14.591883897781372
0;2;Yolo9000_08;1.4138037;0.008131096617923085;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0,axe_yy1_1;64;axe_yy2_0,axe_xx2_0,axe_out_channels2_0,axe_yy2_1;32;Y:2, X:1, F:16, Y:2, C:1, W:3, H:3, X:68, Y:11, C:128, F:16, ;19.40266752243042
0;3;Yolo9000_08;1.5063625999999999;0.009644656242707694;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0,axe_yy1_1,axe_in_channels1_0;64;axe_yy2_0,axe_xx2_0,axe_out_channels2_0,axe_yy2_1,axe_in_channels2_0;32;Y:2, X:1, F:16, Y:2, C:1, W:3, H:3, X:68, Y:11, C:128, F:16, ;24.22226595878601
1;0;Yolo9000_08;1.3827209000000003;0.0035589363706029216;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0,axe_yy1_1;64;axe_yy2_0,axe_xx2_0,axe_out_channels2_0,axe_yy2_1;32;Y:2, X:1, F:16, Y:2, C:1, W:3, H:3, X:68, Y:11, C:128, F:16, ;29.002880334854126
1;1;Yolo9000_08;1.4694717000000002;0.003788431259769645;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0,axe_yy1_1;64;axe_yy2_0,axe_xx2_0,axe_out_channels2_0,axe_yy2_1;32;Y:2, X:1, F:16, Y:2, C:1, W:3, H:3, X:68, Y:11, C:128, F:16, ;33.807783126831055
1;2;Yolo9000_08;1.3745949999999998;0.004659853280952139;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0,axe_yy1_1;64;axe_yy2_0,axe_xx2_0,axe_out_channels2_0,axe_yy2_1;32;Y:2, X:1, F:16, Y:2, C:1, W:3, H:3, X:68, Y:11, C:128, F:16, ;38.61200737953186
1;3;Yolo9000_08;1.4664159;0.007359303234002514;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0,axe_yy1_1,axe_in_channels1_0;64;axe_yy2_0,axe_xx2_0,axe_out_channels2_0,axe_yy2_1,axe_in_channels2_0;32;Y:2, X:1, F:16, Y:2, C:1, W:3, H:3, X:68, Y:11, C:128, F:16, ;43.424741983413696
2;0;Yolo9000_08;2.398193;0.010358740483282712;2;axe_out_channels1_0,axe_out_channels1_1,axe_xx1_0,axe_yy1_0,axe_out_channels1_2;16;axe_out_channels2_0,axe_out_channels2_1,axe_xx2_0,axe_yy2_0,axe_out_channels2_2;40;F:1, F:1, X:1, Y:2, F:8, C:1, W:3, H:3, X:68, Y:9, C:128, F:32, ;47.42658019065857
2;1;Yolo9000_08;2.4500816;0.006622524008261568;2;axe_out_channels1_0,axe_out_channels1_1,axe_xx1_0,axe_yy1_0,axe_out_channels1_2;16;axe_out_channels2_0,axe_out_channels2_1,axe_xx2_0,axe_yy2_0,axe_out_channels2_2;40;F:1, F:1, X:1, Y:2, F:8, C:1, W:3, H:3, X:68, Y:9, C:128, F:32, ;51.45784330368042
