IdRun;MethodParallelization;NameConv;Time(ms);std;NbMicroKernel;AxeFuse1;SizeAxeFuse1;AxeFuse2;SizeAxeFuse2;Schema;Time_search(1.609008550643921)
0;0;Yolo9000_05;11.2172647;0.015656823260483167;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;3.6896820068359375
0;1;Yolo9000_05;11.2232127;0.014028490453716274;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;5.77168345451355
0;2;Yolo9000_05;11.1670456;0.016345879267876673;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;7.848591327667236
0;3;Yolo9000_05;11.2366621;0.018425292868500417;1;axe_out_channels1_0,axe_in_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;9.932789087295532
1;0;Yolo9000_05;11.1713645;0.025890033647139397;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;12.015663146972656
1;1;Yolo9000_05;11.254195200000002;0.011418983832198387;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;14.103801012039185
1;2;Yolo9000_05;11.165842200000002;0.01106549632687131;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;16.183366775512695
1;3;Yolo9000_05;11.240755699999998;0.00808368444522657;1;axe_out_channels1_0,axe_in_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;18.266608953475952
2;0;Yolo9000_05;11.257201199999999;0.025198058729990033;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;20.353493690490723
2;1;Yolo9000_05;11.306515200000002;0.010734036526861524;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;22.444286108016968
2;2;Yolo9000_05;11.231514100000002;0.028304910423634994;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;24.524170875549316
2;3;Yolo9000_05;11.2932404;0.04120523062476396;1;axe_out_channels1_0,axe_in_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;26.608736991882324
3;0;Yolo9000_05;11.2529856;0.01795762701027049;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;28.69784140586853
3;1;Yolo9000_05;11.236934999999999;0.014557059909198616;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;30.787303686141968
3;2;Yolo9000_05;11.214066800000001;0.0414700482319469;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;32.872830390930176
3;3;Yolo9000_05;11.299766700000001;0.01315219811324333;1;axe_out_channels1_0,axe_in_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;34.96718788146973
4;0;Yolo9000_05;11.2404787;0.022839025320927953;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;37.050108194351196
4;1;Yolo9000_05;11.271673199999999;0.031315334948871065;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;39.13951230049133
4;2;Yolo9000_05;11.247994199999997;0.02359753906575855;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;41.22566533088684
4;3;Yolo9000_05;11.2926686;0.031244611820920656;1;axe_out_channels1_0,axe_in_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;43.311436891555786
5;0;Yolo9000_05;11.277665000000002;0.019971526010798588;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;45.40024495124817
5;1;Yolo9000_05;11.266218799999999;0.02367478686620017;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;47.48582339286804
5;2;Yolo9000_05;11.282384099999998;0.03242166287360961;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;49.57156562805176
5;3;Yolo9000_05;11.2622607;0.02110025219304247;1;axe_out_channels1_0,axe_in_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;51.659841537475586
6;0;Yolo9000_05;11.2749454;0.023286526272503588;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;53.748939752578735
6;1;Yolo9000_05;11.244469500000001;0.022573698869481143;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;55.84183597564697
6;2;Yolo9000_05;11.279119099999999;0.015418869741002416;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;57.929797649383545
6;3;Yolo9000_05;11.2137779;0.01745335199582054;1;axe_out_channels1_0,axe_in_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;60.01446580886841
7;0;Yolo9000_05;11.2815658;0.018212241502900933;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;62.10156869888306
7;1;Yolo9000_05;11.2224896;0.01965116561530108;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;64.18864512443542
7;2;Yolo9000_05;11.2050813;0.030657075437980002;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;66.27379107475281
7;3;Yolo9000_05;11.205991;0.02965794198861377;1;axe_out_channels1_0,axe_in_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;68.3623788356781
8;0;Yolo9000_05;11.228982499999997;0.02014514499947775;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;70.44620966911316
8;1;Yolo9000_05;11.1663172;0.034025484060627186;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;72.52768850326538
8;2;Yolo9000_05;11.2271192;0.028286866633828678;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;74.6087577342987
8;3;Yolo9000_05;11.1483757;0.027970138212207875;1;axe_out_channels1_0,axe_in_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;76.69209384918213
9;0;Yolo9000_05;11.2713515;0.024281985158754803;1;axe_out_channels1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;78.78605628013611
9;1;Yolo9000_05;11.1710176;0.037235956086020254;1;;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;80.87008881568909
9;2;Yolo9000_05;11.2493853;0.02635724733749702;1;axe_out_channels1_0,axe_xx1_0;1;;;F:1, C:1, X:1, W:1, H:1, X:136, Y:136, C:128, F:64, ;82.95726537704468
