IdRun;MethodParallelization;NameConv;Time(ms);std;NbMicroKernel;AxeFuse1;SizeAxeFuse1;AxeFuse2;SizeAxeFuse2;Schema;Time_search(2.3444700241088867)
0;0;ResNet18_09;0.48286099999999993;0.004581834196039838;1;axe_xx1_0;14;;;F:1, Y:1, F:8, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;3.5374650955200195
0;1;ResNet18_09;0.17475569999999999;0.005311066296893692;1;axe_out_channels1_0,axe_yy1_0,axe_out_channels1_1,axe_xx1_0;112;;;F:1, Y:1, F:8, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;4.662876605987549
0;2;ResNet18_09;0.1626015;0.006051122709877895;1;axe_out_channels1_0,axe_yy1_0,axe_out_channels1_1,axe_xx1_0;112;;;F:1, Y:1, F:8, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;5.7819342613220215
0;3;ResNet18_09;0.17248049999999998;0.005606570007589307;1;axe_out_channels1_0,axe_yy1_0,axe_out_channels1_1,axe_in_channels1_0,axe_xx1_0;112;;;F:1, Y:1, F:8, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;6.913022518157959
0;4;ResNet18_09;3.9319631999999998;0.07239997557568648;1;axe_out_channels1_0;1;;;F:1, Y:1, F:8, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;8.366754055023193
0;5;ResNet18_09;3.9279155;0.07144080386620796;1;axe_out_channels1_0,axe_yy1_0;1;;;F:1, Y:1, F:8, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;9.82136845588684
1;0;ResNet18_09;0.4798608;0.004833070696772399;1;axe_xx1_0;14;;;F:2, Y:1, F:4, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;11.008408546447754
1;1;ResNet18_09;0.1719069;0.005109659136380821;1;axe_out_channels1_0,axe_yy1_0,axe_out_channels1_1,axe_xx1_0;112;;;F:2, Y:1, F:4, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;12.13377833366394
1;2;ResNet18_09;0.16383780000000003;0.006153029104433036;1;axe_out_channels1_0,axe_yy1_0,axe_out_channels1_1,axe_xx1_0;112;;;F:2, Y:1, F:4, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;13.254562139511108
1;3;ResNet18_09;0.1714504;0.005596658524512634;1;axe_out_channels1_0,axe_yy1_0,axe_out_channels1_1,axe_in_channels1_0,axe_xx1_0;112;;;F:2, Y:1, F:4, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;14.386643648147583
1;4;ResNet18_09;2.1415344;0.035610516809504465;1;axe_out_channels1_0;2;;;F:2, Y:1, F:4, C:1, X:14, W:3, H:3, X:1, Y:14, C:256, F:32, ;15.785320520401001
